#OK
#SQL= 
#	with MyHalo as (
#	     select * from miniMDR1..FOF
#	        where snapnum=85
#		and fofId=85000004639
#	),
#	
#	fofHaloParticles as (
#	    select fP.* from miniMDR1..FOFParticles fP,
#	            MyHalo mH
#	        where fP.fofId = mH.fofId
#	            and fP.snapnum=85
#	)
#	
#	select p.* from fofHaloParticles hP, miniMDR1..particles p
#	    where p.particleId = hP.particleId
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2014-12-10 22:32:00.303 CET
#QUERYTIME 670 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
857566399987,85,391.0843,466.5714,878.5694,-92.059,534.0919,35.8327,993939418
857566399989,85,391.2093,467.6266,878.3985,-1104.2146,151.7948,-1052.5797,993939395
857566399990,85,390.9366,466.8918,878.2234,-1707.045,337.135,176.9767,993939395
857566399991,85,390.9721,466.7202,878.4446,-120.5195,420.7361,48.992,993939418
857566399992,85,390.6071,466.6365,878.4734,-268.2429,1159.4581,-340.9339,993939489
857566399993,85,391.2136,466.9905,879.371,-490.6866,799.5641,-905.9838,993939390
857566399994,85,391.2642,466.8251,878.7267,-615.2546,323.1829,262.4597,993939395
857566399995,85,391.0707,467.5859,878.8632,-1207.9801,112.9958,-1016.5852,993939395
857566399996,85,390.8043,466.8358,878.7838,-157.4518,1220.7183,-147.8948,993939395
857566399998,85,391.2174,467.2003,878.2201,-696.0464,561.8281,-572.3653,993939395
857566399999,85,391.5396,467.3792,878.8309,-536.5465,637.095,-825.0276,993939395
857566400000,85,391.0031,467.0413,878.3002,-1184.9318,810.3684,-1373.5481,993939395
857566400001,85,391.5634,467.1651,878.3738,-530.4158,105.6138,-1095.1179,993939395
857566400002,85,391.2463,466.6023,879.1984,-717.0011,898.9886,-837.3054,993939329
857566400003,85,391.031,466.6929,878.3346,-1096.9572,353.5207,-1042.0854,993939418
857566400005,85,390.2499,466.3286,878.0077,-1155.4895,432.6437,-444.9288,993939489
857566400006,85,391.3151,467.4162,878.2793,-345.8728,637.2495,-1173.9471,993939395
857566400007,85,390.9433,466.4354,877.5676,-780.4954,383.952,-804.7729,993939421
857566400008,85,391.0594,466.2273,878.8847,-563.3594,598.2565,-669.7823,993939418
857566400009,85,390.3607,466.6404,877.7,-1457.4125,391.0247,-902.0442,993939490
857566400010,85,390.4723,466.2856,877.9299,-1552.9337,32.4431,-597.3345,993939489
857566400011,85,391.0145,467.0687,878.0276,-1486.958,420.7799,-904.9385,993939395
857566400012,85,390.7525,466.2406,878.0781,-896.7997,512.3853,-230.4158,993939418
857566400013,85,390.9394,466.8362,878.1991,-1496.03,-915.7163,-2037.388,993939395
857566400014,85,390.4782,466.3438,877.8102,-1009.9415,330.9617,-560.7788,993939490
857566400015,85,390.5477,466.346,877.9157,-1157.8845,125.7029,-680.1892,993939490
857566400016,85,391.2832,467.4473,877.9796,-759.4319,217.7719,-1224.0427,993939395
857566400018,85,391.1201,467.2748,878.4871,-998.5377,-580.1819,-1881.1016,993939395
857566400019,85,391.2433,466.3397,878.2233,-1142.9932,882.0295,-225.5673,993939418
857566400020,85,391.2116,467.3511,877.8718,-1033.8037,-15.6341,-923.7209,993939394
857566400021,85,390.7635,466.2339,877.7218,-1043.8551,211.9707,-667.8169,993939421
857566400022,85,390.7808,466.225,877.5927,-1079.2306,269.9587,-648.5835,993939421
857566400024,85,390.8342,466.2378,878.2645,-891.7399,959.681,-243.9351,993939418
857566400027,85,390.6154,466.7115,877.8486,-1745.6288,219.767,-731.0376,993939490
857566400029,85,390.6373,466.676,877.7886,-1807.1392,89.1168,-1315.3307,993939421
857566400030,85,390.6701,466.2364,877.7815,-1064.5503,151.3393,-621.5528,993939421
857566400031,85,390.5979,466.6791,877.8643,-1696.5146,-15.6999,-1033.4808,993939490
857566400032,85,390.6635,466.6643,877.7554,-1787.2281,-174.5381,-1344.9443,993939421
857566400033,85,390.4742,466.6001,877.8981,-1614.3123,177.9058,-833.5222,993939490
857566400035,85,390.861,466.6692,877.9904,-2012.6965,-289.2682,-1333.6697,993939418
857566400037,85,390.628,466.8002,877.8956,-1496.6433,155.7896,-1016.8268,993939394
857566400039,85,390.4616,466.6808,877.9006,-1517.2794,121.2981,-836.8198,993939490
857566400040,85,390.6089,466.8251,877.7327,-1481.6647,332.4208,-999.7386,993939485
857566400041,85,390.831,466.9822,878.238,-2071.0522,-762.9341,-1474.0823,993939395
857566400043,85,391.1062,466.5218,878.1766,-1226.4255,1093.9257,-34.1972,993939418
857566400044,85,390.5813,466.7148,877.8534,-1690.3727,47.5136,-1131.5367,993939490
857566400045,85,390.6309,466.705,877.8696,-1689.969,-28.5154,-1079.9147,993939421
857566400046,85,391.3114,466.2819,878.2803,-1032.3422,677.5027,-160.7736,993939418
857566400048,85,390.5924,466.7182,877.8424,-1720.8289,75.8242,-1218.9789,993939490
857566400049,85,391.4201,467.1887,878.3896,-2063.101,221.1916,-1179.1495,993939395
857566400050,85,391.5956,467.1611,878.3992,-1902.9038,330.6415,-1117.0759,993939395
857566400051,85,391.1463,467.1089,878.678,-759.8362,-512.851,-1968.1527,993939395
857566400053,85,390.4965,466.8225,877.8279,-1524.756,246.7963,-952.3455,993939485
857566400055,85,390.4383,466.2673,877.8894,-967.1622,452.7933,-390.9032,993939490
857566400069,85,391.2728,467.1916,879.09,-816.9381,359.9549,-1282.6366,993939390
857566400070,85,391.544,466.9539,879.7783,-366.732,564.646,-731.4709,993939390
857566400071,85,391.2536,466.9132,879.7411,-1016.4677,446.3242,-582.616,993939390
857566400072,85,391.3347,466.7386,878.8388,-1328.1497,388.4229,-1335.654,993939418
857566400075,85,391.2959,466.5157,880.1284,-727.385,568.3328,-638.8852,993939334
857566400076,85,391.5751,466.8771,880.3225,-781.0794,28.966,-495.5964,993939385
857566400077,85,391.4154,466.7605,879.2308,-1208.5581,462.6224,-955.1718,993939329
857566400079,85,391.3981,467.2372,879.9966,-653.0469,296.8274,-583.6855,993939385
857566400080,85,391.4202,467.1001,879.4769,-679.8013,238.9387,-923.2695,993939390
857566400082,85,391.8531,466.5989,879.209,-905.2648,684.6469,-906.2317,993939330
857566400083,85,390.9979,467.0143,878.2567,-1356.1378,-962.7404,-1940.3927,993939395
857566400084,85,391.2114,466.8067,879.3863,-847.1245,797.0703,-922.1628,993939390
857566400085,85,391.6237,466.8019,880.124,-629.0142,494.2202,-482.9315,993939386
857566400086,85,391.203,466.7597,879.0789,-794.0873,617.4781,-1270.7839,993939329
857566400087,85,391.3871,466.9135,880.0307,-1213.7501,605.9769,-608.8348,993939385
857566400088,85,391.2338,466.7897,879.0447,-771.9333,502.755,-1349.8893,993939329
857566400091,85,391.2431,466.9943,878.3303,-1474.455,470.0422,-1867.1747,993939395
857566400092,85,391.446,466.838,879.957,-359.0616,958.0284,-518.9316,993939385
857566400093,85,391.4247,466.862,880.0007,-779.8478,599.9081,-683.3082,993939385
857566400094,85,391.3576,466.8133,879.2056,-666.7099,660.8861,-1147.6652,993939390
857566400095,85,391.7221,466.8102,879.8742,-605.6753,590.5995,-544.3672,993939389
857566400096,85,391.1785,466.8394,879.0807,-835.7322,724.4173,-1222.0763,993939390
857566400100,85,390.8474,466.9704,878.269,-1247.3075,-921.8952,-1866.2759,993939395
857566400102,85,390.8989,467.0531,878.4244,-1489.897,122.0905,-2062.0312,993939395
857566400104,85,391.2906,467.287,878.9883,-1009.0122,463.3343,-1322.6805,993939390
857566400107,85,391.7021,465.8677,877.689,-1602.0719,190.8541,573.5826,993939420
857566400112,85,391.1731,466.7217,880.2624,-49.1295,275.2648,146.838,993939334
857566416265,85,391.8091,466.8887,878.4272,127.3885,566.8661,-470.6564,993939396
857566416266,85,390.0915,466.713,877.814,119.8131,-220.4636,-275.1117,993939490
857566416273,85,391.9919,466.4951,877.8618,-815.5294,45.6796,-973.0293,993939420
857566416281,85,390.8592,467.1234,878.1619,-1012.8875,568.9597,-2036.0294,993939395
857566416282,85,392.2836,466.5773,878.9496,-1118.8463,422.2673,-601.3032,993939330
857566416283,85,390.6189,466.5598,878.1624,298.0675,-246.6462,209.1604,993939489
857566416289,85,391.1653,467.0388,878.9933,-721.8018,985.0142,-1622.6013,993939390
857566416290,85,391.075,467.1194,877.6793,-631.9324,-84.9401,-1163.7521,993939394
857566416292,85,390.3076,466.855,877.9089,-137.8174,-664.6595,86.1694,993939485
857566416297,85,391.2176,466.7823,877.6736,-1133.4896,-224.4316,-828.037,993939421
857566416298,85,391.0846,466.9305,877.6554,-1281.2982,-177.1624,-1110.5211,993939394
857566416299,85,390.825,466.9852,877.8782,-1640.8696,40.4617,-1299.4767,993939394
857566416300,85,392.1482,466.4537,878.6362,-497.8653,51.5317,-782.3633,993939419
857566416301,85,389.9784,467.1701,877.7122,-415.7922,-709.8292,-152.1212,993939485
857566416305,85,391.1127,466.9025,877.8203,-1323.2511,-731.0654,-1282.6863,993939394
857566416306,85,391.1038,467.1021,877.7216,-1379.2512,-288.8705,-1192.2745,993939394
857566416307,85,391.1391,467.2369,877.8306,-1322.112,-179.4948,-1540.9592,993939394
857566416308,85,390.9868,466.9884,878.3054,-570.9489,33.9054,-2475.1375,993939395
857566416313,85,391.4645,466.8551,878.2375,-1240.4003,-126.7448,-754.3714,993939395
857566416314,85,391.3365,466.9793,877.8312,-1070.8855,-799.1419,-932.7204,993939394
857566416315,85,391.2525,467.2253,878.6962,-634.7838,223.7596,-1916.8992,993939395
857566416316,85,391.2946,467.3793,878.1969,-950.7355,203.0333,-1867.3853,993939395
857566416317,85,390.9893,466.9026,878.1328,-1248.416,-194.6431,-2111.1729,993939395
857566416318,85,390.455,466.5989,878.1343,144.1681,-553.5421,50.6152,993939489
857566416321,85,391.4431,467.3739,878.5896,-645.205,-276.9683,-835.78,993939395
857566416322,85,391.1078,466.4996,877.8788,-1346.2085,-725.5232,-476.6901,993939421
857566416323,85,391.0685,466.4526,877.9327,-1248.3156,-536.6283,-417.4703,993939418
857566416324,85,390.9597,466.9545,877.7271,-1502.2996,-365.431,-1354.7559,993939394
857566416325,85,391.2607,467.3,877.9884,-999.8574,26.2427,-1816.8267,993939395
857566416329,85,391.0443,466.8205,878.3995,-2276.8235,134.9911,-1198.598,993939395
857566416330,85,391.0657,466.4721,877.951,-1283.0145,-651.6467,-392.6754,993939418
857566416331,85,391.088,466.4802,877.9456,-1279.4778,-624.8198,-395.2854,993939418
857566416332,85,390.9081,466.3308,878.0256,-1312.0237,-192.4043,-354.2148,993939418
857566416333,85,391.2866,467.2777,878.7479,-431.4174,509.3706,-1841.072,993939395
857566416334,85,391.0508,466.6016,877.9708,-923.2169,-577.5426,-849.6207,993939418
857566416337,85,390.513,467.0425,878.3004,56.1979,558.2164,-159.6967,993939486
857566416338,85,391.0946,466.5096,877.9345,-1295.5847,-653.749,-355.6136,993939418
857566416339,85,391.0922,466.478,877.9211,-1303.9064,-579.8276,-433.3578,993939421
857566416340,85,391.0985,466.4701,877.9185,-1320.0479,-529.2115,-469.0648,993939421
857566416341,85,391.1848,467.1415,878.2039,-883.6036,-331.2981,-2070.0107,993939395
857566416343,85,391.5924,466.4941,878.9289,244.3994,472.4705,-139.7353,993939329
857566416345,85,391.456,467.3281,878.7827,-366.631,668.3441,-726.7637,993939395
857566416346,85,390.8188,466.5916,877.8088,-1287.5183,-259.3593,-357.4784,993939421
857566416347,85,391.1947,466.8026,877.8576,-1149.3484,-977.5286,-725.5565,993939394
857566416348,85,391.0441,466.2162,877.9974,-1256.4497,-300.4649,-333.2554,993939418
857566416349,85,391.2369,467.1821,878.6039,-599.2015,121.5048,-2041.7026,993939395
857566416350,85,390.8882,466.6071,877.9193,-1469.5125,-671.2261,-913.9421,993939421
857566416353,85,390.9494,466.8683,878.5811,-409.0137,281.1551,-378.022,993939395
857566416354,85,391.469,466.925,878.6681,-1085.1926,210.4913,-833.6873,993939395
857566416355,85,390.619,467.0826,878.3911,14.7384,960.1884,-247.7326,993939486
857566416357,85,391.0753,467.2125,879.1699,-436.6212,325.3172,-1677.0182,993939390
857566416358,85,391.0875,467.1825,879.0405,-450.9613,327.5925,-1763.7504,993939390
857566416361,85,390.9159,466.9477,878.1816,-515.9539,-975.0845,177.2448,993939395
857566416362,85,391.3022,467.1065,879.1701,-523.7743,713.1263,-342.2357,993939390
857566416363,85,390.8141,466.5669,878.5041,-655.565,1033.7026,447.2185,993939418
857566416364,85,391.0736,467.2974,878.4321,336.5508,333.322,-502.906,993939395
857566416365,85,391.1618,467.6111,878.5752,-497.3837,-359.0429,-1587.3267,993939395
857566416366,85,390.9388,466.6497,877.8538,-1332.3063,-621.6144,-829.7354,993939421
857566416368,85,391.1881,466.3193,878.8983,176.9996,413.6502,116.0799,993939418
857566416369,85,391.2833,467.0014,879.2259,-571.0961,1051.5784,-538.3594,993939390
857566416370,85,390.7969,467.5353,877.9233,-1094.9816,-205.821,-639.569,993939394
857566416373,85,391.2737,467.7564,878.738,-637.4046,-105.4676,-1491.799,993939395
857566416374,85,391.1345,467.4504,878.3624,-831.6288,-430.4493,-1607.1936,993939395
857566416376,85,390.8685,466.2353,879.0242,-294.5385,551.7366,455.7462,993939329
857566416377,85,390.8385,466.938,878.2109,-1797.088,401.0287,56.8946,993939395
857566416378,85,391.4377,467.3291,879.1915,-1365.5425,43.1927,-1314.2344,993939390
857566416379,85,391.481,466.241,877.9039,-841.1259,171.1295,-479.8278,993939421
857566416380,85,391.0833,467.7047,879.1933,-799.2783,-113.738,-1425.1371,993939390
857566416381,85,391.4628,467.5996,878.452,-903.9426,-337.5458,-1432.5874,993939395
857566416382,85,391.531,466.6832,879.6284,-528.8279,447.728,-736.934,993939329
857566416385,85,390.5551,466.6262,877.7468,-1273.3394,257.5683,-797.8398,993939490
857566416386,85,391.2906,467.4817,879.3929,-912.7068,-155.6087,-1361.2178,993939390
857566416387,85,390.6413,466.6719,877.8217,-1624.8202,-95.8761,-1047.1237,993939421
857566416388,85,391.4214,466.3112,877.8469,-794.543,164.0441,-457.4919,993939421
857566416389,85,391.4268,467.5248,878.4937,-1263.4766,-297.8899,-1374.3123,993939395
857566416391,85,391.2446,466.6825,880.1486,-625.2256,123.8772,-688.4926,993939334
857566416395,85,391.0995,467.3709,879.0759,-733.8745,-230.576,-1620.292,993939390
857566416396,85,391.0684,466.3648,877.8243,-824.9329,580.9742,-249.3444,993939421
857566416397,85,391.2048,467.3883,878.2973,-1612.4524,-481.8361,-1286.3811,993939395
857566416398,85,390.8771,466.7166,878.2135,-646.822,-1237.4059,-442.2195,993939418
857566416401,85,390.5855,466.7,877.8416,-1847.8075,7.718,-1196.7612,993939490
857566416402,85,390.6376,466.6983,877.8794,-1719.9445,58.3321,-1012.3703,993939421
857566416403,85,390.5461,466.4685,877.9167,-1356.3893,-14.6636,-639.7643,993939490
857566416404,85,391.2654,467.1886,878.4719,-1813.4365,-451.9341,-1545.7478,993939395
857566416406,85,391.1272,467.4469,878.391,-1339.9424,-455.063,-1369.9109,993939395
857566416409,85,390.5971,466.7073,877.8628,-1699.5387,48.1878,-1196.2086,993939490
857566416410,85,390.6086,466.6252,877.8201,-1929.2594,-107.5424,-1148.3691,993939490
857566416411,85,390.8039,466.3578,877.7228,-936.3975,544.4053,-389.7922,993939421
857566416414,85,390.9163,467.0215,878.1133,-1413.6384,-1243.6914,-889.9445,993939395
857566416417,85,390.5645,466.5106,877.8406,-1266.1619,160.1146,-767.9401,993939490
857566416418,85,390.6265,466.661,877.8743,-1668.6262,86.1159,-1132.9253,993939421
857566416419,85,390.6059,466.6544,877.9996,-1575.6804,27.4792,-811.9384,993939489
857566416420,85,390.9254,467.2051,878.6815,41.7323,935.2387,-566.0801,993939395
857566416425,85,390.6257,466.7106,877.8786,-1683.1075,-121.3308,-1049.4083,993939421
857566416426,85,391.3193,467.312,878.79,-1032.6931,-379.4308,-1699.4431,993939395
857566416427,85,390.6766,466.2543,877.8589,-914.2629,497.9985,-450.0063,993939421
857566416429,85,391.2898,467.642,878.5703,-1147.4531,-165.9912,-1340.738,993939395
857566416433,85,390.802,466.47,877.8649,-908.4484,737.8421,-133.2747,993939421
857566416434,85,390.6779,466.7324,877.8011,-1792.5585,191.5821,-1194.1534,993939421
857566416435,85,390.989,467.1701,878.3923,-211.0215,1592.3625,-667.231,993939395
857566416436,85,390.6458,466.4151,877.5079,-1219.8715,376.3557,-86.6726,993939421
857566416437,85,391.1691,467.6187,878.5909,-1090.2017,-204.9448,-1374.7156,993939395
857566416441,85,390.6191,466.4015,877.4678,-1414.0103,132.662,-829.0025,993939490
857566416443,85,390.8166,466.232,878.0698,-1018.5809,719.5117,-66.0581,993939418
857566416445,85,390.9889,467.0427,878.0927,-1175.0364,-1198.7151,-810.5638,993939395
857566416449,85,391.1684,467.0105,879.199,-871.2397,987.9608,-1129.3308,993939390
857566416457,85,391.4333,467.145,879.5345,-970.3906,315.0212,-793.3013,993939390
857566416458,85,391.4039,467.123,879.8432,-663.1077,735.3455,-669.2971,993939390
857566416468,85,391.0441,467.1687,878.9674,-324.916,-124.3029,-1379.888,993939390
857566416473,85,391.1732,466.9931,878.6111,-1095.5607,43.2588,-1922.6085,993939395
857566416474,85,390.9733,467.3055,877.9679,-1090.2455,873.088,-1405.5952,993939395
857566416475,85,391.7494,466.854,879.3119,-1166.293,219.3459,-963.16,993939389
857566416484,85,391.6811,466.7178,879.421,-932.6986,251.4999,-927.7111,993939330
857566416494,85,390.5259,466.4929,878.5603,-2543.3071,63.4331,-369.0231,993939489
857566416495,85,390.6013,466.6219,878.5528,-2542.7231,-226.3391,-725.5956,993939489
857566416501,85,391.0001,466.1754,878.5394,-2312.9658,214.3654,96.1324,993939418
857566416502,85,390.2829,466.6113,878.4182,-2301.5098,18.6849,-724.4606,993939489
857566416503,85,390.442,466.5953,878.5399,-2216.6565,128.1412,-792.4679,993939489
857566416504,85,390.4996,466.5005,878.5261,-2396.144,64.5297,-641.5302,993939489
857566416508,85,391.0413,465.9165,878.3378,-2062.8955,240.7129,210.7705,993939418
857566416509,85,390.9019,466.2621,878.6012,-2393.3079,208.6651,43.5284,993939418
857566416510,85,390.7393,466.3966,878.6445,-2505.2993,168.5366,-181.5176,993939418
857566416511,85,390.7296,466.6121,878.5366,-2640.7332,-119.2968,-171.4987,993939418
857566416512,85,390.4113,466.6237,878.4549,-2353.9224,234.0204,-592.7411,993939489
857566416517,85,391.5702,466.1343,878.4479,-2324.018,-130.8915,-56.5806,993939418
857566416518,85,391.1699,466.1925,878.5494,-2417.8726,41.6846,-34.1866,993939418
857566416519,85,390.6823,466.5813,878.6042,-2578.5845,-149.1205,-818.7898,993939418
857566432778,85,390.2809,466.0902,878.6789,-643.0444,130.773,583.9332,993939489
857566432779,85,390.1982,466.8965,877.6477,-1147.5596,-607.6718,518.7008,993939485
857566432780,85,390.4505,467.5745,877.3256,-1369.7766,-689.6793,247.1207,993939485
857566432857,85,390.1289,466.2385,878.6575,-529.1481,-509.7,377.6459,993939489
857566432865,85,390.5188,466.4988,878.5884,-798.2897,-1163.3602,252.6956,993939489
857566432873,85,390.656,467.0529,878.4453,-1472.7023,-1538.5474,27.1561,993939395
857566432881,85,390.5374,466.501,878.4882,-2124.0293,-915.4318,-847.0678,993939489
857566432889,85,391.5974,466.9063,878.7797,-2326.6274,-722.8329,-289.9576,993939395
857567382848,85,391.714,466.8289,878.8184,-565.9822,1639.2642,-950.512,993939396
857567382872,85,390.0992,467.2517,877.4144,-810.1634,-417.8403,-845.8923,993939485
857567382880,85,391.3399,466.9412,878.6737,-820.8549,179.4067,-625.086,993939395
857567382896,85,390.633,467.7595,877.9616,-1602.9546,866.3552,-1330.5336,993939395
857567382903,85,391.3527,466.6669,878.6202,186.778,-4.4955,-87.0627,993939418
857567382904,85,391.0748,466.9501,878.1387,-793.8495,80.4931,-1679.0715,993939395
857567382911,85,390.9517,466.7179,878.4145,341.3671,-481.4681,267.4552,993939418
857567382912,85,391.0261,467.0427,878.3823,-1283.5006,-3.6014,-1552.44,993939395
857567382919,85,390.7618,466.8544,878.0267,-77.125,-555.5468,250.1952,993939395
857567382920,85,390.8195,466.6924,878.0562,-168.0301,-477.3254,192.027,993939418
857567382927,85,391.3941,467.0046,877.6779,-1612.4069,-418.5942,-66.1256,993939394
857567382928,85,390.971,466.8334,878.0014,-351.5394,-253.8463,552.8236,993939395
857567382935,85,391.2576,466.6218,878.5373,-723.3188,183.2439,-642.0291,993939418
857567382936,85,390.6739,466.988,878.2695,18.8656,-676.1277,-100.9066,993939395
857567382942,85,390.9508,466.6176,878.2371,-910.2745,572.7394,-1873.5298,993939418
857567382943,85,391.2206,466.9767,878.5037,-1535.6865,373.583,-711.4908,993939395
857567382944,85,390.8339,466.458,878.1345,-350.149,84.8727,209.5249,993939418
857567382950,85,391.0345,466.6126,878.5082,-823.575,93.5644,-1946.6871,993939418
857567382951,85,391.1423,466.6425,878.6962,-935.4474,512.9487,172.7632,993939418
857567382952,85,390.9839,466.9924,878.1524,-666.6662,199.481,-1640.0879,993939395
857567382958,85,391.2605,466.8535,877.7451,-1020.1094,455.1063,-1154.8275,993939394
857567382959,85,391.0517,466.9698,878.6215,-785.4716,52.2183,-1377.2981,993939395
857567382966,85,391.2279,466.7559,877.9805,-897.9689,594.3322,-1542.3578,993939418
857567382967,85,391.1877,466.7879,877.9326,-1036.1292,616.0063,-1463.0929,993939418
857567382968,85,390.9632,467.0154,878.4435,-1236.4708,-36.1779,-1335.8445,993939395
857567382974,85,391.3058,467.1524,879.4406,-1128.104,1448.0216,-1021.3846,993939390
857567382975,85,391.0466,467.7504,879.0601,-1191.7333,1232.5707,-1283.2075,993939390
857567382976,85,391.46,466.6769,877.9834,-982.5801,260.247,-670.4377,993939418
857567399219,85,390.2831,467.8181,877.7609,242.3026,460.7385,-432.1337,993939482
857567399228,85,391.8619,466.5309,878.7684,-1143.2882,-691.6601,-432.5122,993939419
857567399229,85,391.4315,467.8452,878.3875,-150.4132,-450.4748,56.2864,993939392
857567399231,85,391.1584,467.4192,878.2258,-505.8617,-896.6154,393.1726,993939395
857567399234,85,390.7916,467.7302,878.5021,-1623.1226,192.0284,-1514.4225,993939395
857567399235,85,390.7739,466.7772,878.1293,-35.1975,-1002.5123,-920.6563,993939418
857567399236,85,391.0567,467.5691,879.1111,-1243.824,-402.8458,-1010.8806,993939390
857567399238,85,391.357,467.1181,877.6998,-736.7916,696.8566,-1029.4908,993939394
857567399239,85,391.0089,467.0596,877.6476,-986.3071,643.7159,-1158.8805,993939394
857567399240,85,391.0005,467.2402,877.6359,-885.0288,790.0863,-799.0162,993939394
857567399241,85,390.5688,467.1098,877.5106,-1046.4358,-662.7405,-1025.8943,993939485
857567399242,85,390.7146,467.6207,877.8959,-1316.6925,346.4154,-1774.4594,993939394
857567399243,85,390.7354,467.7609,877.8186,-1390.4191,496.7097,-1562.4031,993939394
857567399244,85,390.4041,467.5632,877.1322,-1289.4474,106.923,-1174.4905,993939485
857567399245,85,391.5818,466.8649,877.9806,-86.6076,549.2737,-1020.3364,993939395
857567399246,85,391.0294,466.5431,879.2008,-1232.3964,783.905,-1294.7443,993939329
857567399247,85,391.3913,467.3494,877.7296,-984.5649,513.4162,-602.3342,993939394
857567399249,85,390.5854,467.485,877.6784,-1223.9578,99.4541,-1653.4518,993939485
857567399250,85,390.7205,466.8727,877.6986,-910.9064,-518.2636,92.5046,993939394
857567399252,85,391.0187,466.9686,878.2458,279.5907,921.9213,-323.1934,993939395
857567399253,85,390.8914,467.9105,877.8368,-1262.0415,592.4614,-1494.6891,993939393
857567399255,85,391.2444,467.5282,877.882,-1061.249,207.1949,-492.0762,993939394
857567399256,85,391.1689,467.2876,877.7585,-896.8325,606.3062,-447.9677,993939394
857567399258,85,390.1361,467.2391,877.3497,-751.7195,-153.0666,-934.7968,993939485
857567399259,85,391.2217,466.6649,878.2682,94.3119,121.3138,223.7498,993939418
857567399260,85,391.0438,466.9234,878.5731,-858.7763,310.1512,-691.0643,993939395
857567399261,85,391.1279,466.9034,878.7073,-838.231,402.2274,-511.2896,993939395
857567399263,85,391.9709,466.3043,878.3397,-401.7804,-39.9257,-394.5589,993939419
857567399264,85,390.91,466.6794,878.7173,-682.9659,209.0268,-1890.2592,993939418
857567399266,85,391.1359,466.951,878.5642,-1089.3948,350.9305,-893.8747,993939395
857567399269,85,391.0596,466.93,878.397,-1177.8939,166.7959,-1146.8673,993939395
857567399271,85,391.5646,466.9399,877.5901,-860.6162,593.5417,-499.3002,993939394
857567399272,85,391.1133,466.7428,879.7056,-1011.3892,-83.4888,-1263.5175,993939329
857567399276,85,390.4095,467.0315,878.039,-437.7588,-278.8233,-97.4904,993939486
857567399277,85,391.4216,466.9,878.505,-217.7214,523.8786,-259.4723,993939395
857567399278,85,390.8491,466.7508,878.2014,-839.5629,1141.816,-328.347,993939418
857567399279,85,390.604,467.831,877.454,-1311.1973,213.1163,-1338.9932,993939482
857567399280,85,391.4566,467.1645,877.7484,-1080.1812,483.1308,-297.8486,993939394
857567399281,85,390.9207,466.9937,878.1412,-597.5868,-396.9892,-1611.4779,993939395
857567399282,85,391.3279,467.0165,878.6656,-461.9609,937.2391,-123.0953,993939395
857567399283,85,390.5647,467.1414,877.8141,-702.6545,-632.0212,-156.6722,993939485
857567399284,85,390.1334,467.051,877.5622,-648.4745,-169.5818,-388.4887,993939485
857567399285,85,391.1119,466.9167,878.525,-919.9648,393.6924,-1119.5941,993939395
857567399286,85,391.1511,466.9147,878.5591,-1113.594,937.7834,-934.2841,993939395
857567399287,85,391.1594,466.8967,878.5994,-846.4733,677.3727,-486.8384,993939395
857567399288,85,390.5228,467.4165,877.5081,-1354.328,-149.4981,-1349.5684,993939485
857567399289,85,391.29,466.595,878.5439,-73.0923,-25.807,-109.1911,993939418
857567399291,85,391.1205,466.9517,878.5209,-989.7006,563.4193,-789.7703,993939395
857567399292,85,391.2029,466.841,878.7487,-870.5143,419.8813,-3.5657,993939395
857567399293,85,391.117,466.9668,878.5276,-1618.307,632.1177,-916.9398,993939395
857567399294,85,391.131,466.8456,878.602,-123.0943,985.7552,-467.5998,993939395
857567399295,85,391.2248,466.7796,878.733,-927.0739,521.3342,-259.0105,993939418
857567399296,85,391.1235,466.9228,878.4894,-814.6824,1086.5157,-890.6419,993939395
857567399297,85,390.1658,467.0574,877.7817,-673.1123,-401.6987,-339.6086,993939485
857567399325,85,391.1222,466.8985,878.3948,-1072.7803,753.5151,-1103.6222,993939395
857567399326,85,391.1477,466.7753,878.5413,-404.8861,-15.1723,595.8995,993939418
857567399327,85,391.0701,467.2282,878.1223,-1100.9684,-33.7515,-484.5449,993939395
857567399328,85,390.3026,467.4635,877.472,-880.8133,-226.9317,-367.5676,993939485
857567399330,85,391.1355,466.8357,878.4445,507.0515,66.2931,-21.0595,993939395
857567399331,85,391.1922,466.7826,878.6906,-285.5416,812.0591,-290.1521,993939418
857567399332,85,391.2418,466.6489,878.3868,-910.4169,958.1571,-634.4637,993939418
857567399333,85,391.1526,466.9294,878.5355,-815.4882,283.2328,-955.7746,993939395
