#OK
#SQL= select fofId, x, y, z, vx, vy, vz, mass from miniMDR1..FOF f 
#	where f.snapnum=85
#	  and f.x between 390 and 392
#	
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2014-12-10 22:26:08.308 CET
#QUERYTIME 79 millisec
#COLUMN 1 name=fofId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
fofId,x,y,z,vx,vy,vz,mass
85007699700,391.5855,465.5298,906.0685,64.59,254.87,-511.3,4.18607989E11
85007699726,391.72,419.9837,906.4799,-71.33,114.51,147.99,4.18607989E11
85004043383,391.4437,488.9777,907.1438,-314.15,-605.51,22.54,8.5465799E11
85009238589,390.0151,498.8912,907.7418,-410.64,-507.11,-3.3,3.31398021E11
85010288117,390.2131,474.2708,907.8715,-163.54,-484.06,-339.45,2.79071982E11
85012405106,390.5414,448.762,898.0503,-130.71,166.42,-539.86,1.91861998E11
85008124635,391.9324,474.917,908.386,-305.24,-456.47,-232.67,3.92445002E11
85006145586,390.0135,505.4621,908.5374,-244.6,-610.11,-198.31,5.40702015E11
85006524143,390.687,470.48,899.7883,-200.7,-403.18,-903.37,5.05817989E11
85000530490,390.2202,515.0052,901.6429,-389.09,-1169.4,203.56,7.0727311E12
85007069108,391.9978,504.8253,908.9744,-496.3,-514.86,-114.27,4.62213022E11
85010288149,390.5105,421.3318,909.1288,-47.79,8.17,182.02,2.79071982E11
85010847729,391.9387,435.9956,909.379,-101.89,14.17,-114.36,2.52908995E11
85011902941,390.3624,505.4197,909.5135,-205.31,-616.91,-140.2,2.09303994E11
85003666107,391.0505,486.5851,909.5342,-346.32,-565.03,68.95,9.50589E11
85005365084,391.5917,517.42,899.5948,-318.28,-841.97,266.68,6.2791202E11
85008740618,391.5042,489.0489,910.1257,-344.09,-597.43,84.35,3.57561008E11
85012689564,390.4167,515.5385,901.4049,-186.31,-1287.96,70.22,1.83141007E11
85004161654,391.6937,504.8844,908.789,-383.1,-511.17,-64.52,8.2849497E11
85001918042,391.8333,469.1279,891.1384,-649.93,-375.9,-423.02,1.901178E12
85004872824,390.7745,504.9579,910.9201,-7.89,-607.36,-242.78,6.9768E11
85008905555,391.5837,502.5706,911.4035,-254.11,-517.33,-1.91,3.48840002E11
85000880382,391.2996,505.2786,911.6044,-231.65,-717.27,-161.95,4.26456882E12
85001298298,390.6647,497.5915,911.7357,-319.29,-684.42,-11.09,2.86048807E12
85000254861,390.5443,495.1933,912.3767,-306.41,-574.33,24.49,1.41716252E13
85012409133,391.7549,497.4021,912.5496,-441.95,-646.17,6.94,1.91861998E11
85008273284,390.4804,490.8535,913.2915,-306.41,-575.37,118.31,3.83723995E11
85000868047,391.2476,442.2654,900.0664,-128.46,203.79,-400.57,4.32561612E12
85012688671,391.82,478.3015,913.8206,-141.33,-251.04,-12.94,1.83141007E11
85005727104,390.3488,489.4853,914.374,-353.97,-619.93,134.9,5.8430698E11
85004929295,391.5475,510.1521,900.5775,-677.86,-342.5,102.59,6.88959E11
85007067365,391.039,424.3369,914.8832,-85.21,-246.31,118.83,4.62213022E11
85012143844,390.4805,421.0445,915.0743,-30.5,81.7,210.31,2.00582988E11
85002777960,390.7077,511.5379,880.7211,-251.67,-754.71,170.2,1.28198705E12
85008124757,391.1877,425.1385,915.4017,-92.14,-251.46,24.32,3.92445002E11
85009068577,390.1837,491.0711,915.5416,-324.46,-679.95,104.24,3.40118995E11
85000042541,390.7715,421.0598,915.6284,43.92,2.28,104.78,6.2259217E13
85011451678,391.8464,421.0732,916.2661,64.23,4.6,38.49,2.26746008E11
85012405138,391.303,420.1581,916.2694,-235.71,-110.16,212.1,1.91861998E11
85003897060,390.7653,420.57,916.3697,-81.53,251.24,-17.95,8.8954202E11
85001149616,390.6888,500.0869,892.7418,-440.98,-736.14,-38.13,3.24421183E12
85002358476,390.2373,515.6136,880.7796,-159.17,-685.15,187.73,1.52617511E12
85007699806,391.7551,481.5637,916.7916,-347.42,-509.48,379.75,4.18607989E11
85011042460,390.958,471.0815,900.8176,5.94,-237.49,-733.46,2.44188004E11
85007979291,391.262,481.301,916.9912,-131.02,-175.25,226.97,4.01165976E11
85004659351,391.6241,468.0728,895.3303,-102.46,64.01,-511.39,7.3256403E11
85001337807,391.8903,420.5526,917.7239,106.01,183.69,-290.78,2.773278E12
85012147676,391.5837,504.0825,910.5582,-369.07,-574.12,-86.13,2.00582988E11
85003461389,391.1041,468.7536,882.3593,-377.99,-16.37,-644.66,1.01163598E12
85002760347,390.838,471.6244,902.6561,-419.79,-162.34,-728.16,1.29070806E12
85011245900,391.6095,511.4225,902.699,-665.51,-420.57,-289.0,2.35466998E11
85012409203,390.4133,507.9166,905.2153,-476.3,-521.65,-371.21,1.91861998E11
85005105745,391.696,429.2876,875.0687,-145.31,362.79,17.27,6.6279604E11
85004373334,390.2176,480.1413,875.0942,-715.02,-1298.93,41.87,7.8489E11
85001853799,391.4715,465.1985,869.661,-1633.48,-170.84,413.22,1.97094605E12
85004161019,391.9279,475.2267,908.3476,-237.03,-562.39,-193.9,8.2849497E11
85011042458,391.1201,468.2572,897.9481,-192.79,-176.46,-647.92,2.44188004E11
85004559857,390.1396,471.8923,908.7707,-140.24,53.85,-617.53,7.5000598E11
85003027003,390.3471,443.4904,899.1754,-84.94,156.49,-351.23,1.16861397E12
85011245881,390.112,505.6231,910.1618,-70.25,-788.8,-282.14,2.35466998E11
85001219514,391.196,470.8258,899.6671,29.4,-311.89,-705.93,3.05235021E12
85004418277,391.4099,432.9095,878.5383,-119.95,378.68,-46.28,7.76169E11
85005969950,391.0399,488.381,910.7681,-320.17,-586.04,61.06,5.5814396E11
85005970020,391.2541,431.8364,916.5099,-30.08,-109.05,24.89,5.5814396E11
85008273293,391.5413,466.0508,913.8124,-31.65,193.62,-239.29,3.83723995E11
85010658110,390.1157,460.9972,915.2282,5.38,247.67,-167.59,2.61630001E11
85002906368,391.2307,437.5421,914.7516,-78.98,10.82,-12.79,1.22094001E12
85009406184,391.6041,438.0667,916.921,-72.51,-73.25,-40.13,3.22677015E11
85002795328,391.8864,420.2963,917.3408,140.85,69.65,-173.71,1.27326604E12
85004711254,390.7,505.3302,909.9775,-198.9,-594.25,-175.7,7.2384302E11
85003135931,390.328,490.0696,916.6265,-315.63,-679.81,98.5,1.12500906E12
#OK
